t,q0,q1,q2,q3,q4,q5,qdot0,qdot1,qdot2,qdot3,qdot4,qdot5,tau0,tau1,tau2,tau3,tau4,tau5
1.000000000000000056e-01,1.038996069236147446e-05,2.088413620852098695e+00,-1.731970385541797164e+00,-3.452705250118627278e-01,-4.168296871412855114e-05,1.570794871650333047e+00,1.702271061984979750e-04,5.216649741011748498e-01,-8.028101093638129626e+00,7.712463515346260401e+00,-7.648388143581860265e-04,-3.327718907614399669e-05,6.424184156112069770e-03,-3.299998849160147785e+01,-1.419861533611683235e+01,-5.474206435849226615e+00,5.113395772679875557e-03,6.562357809563970114e-03
1.100000000000000006e-01,1.209223175338566799e-05,2.093630270577465868e+00,-1.812251395262335807e+00,-2.681458910640409643e-01,-4.933135676917942467e-05,1.570794538878355739e+00,1.702577446075581136e-04,5.145481844524208981e-01,-8.231669943970123526e+00,7.917305455505320388e+00,-7.771266411560305565e-04,-1.478157866689064961e-05,8.373748678681019672e-03,-3.299998459009645302e+01,-1.299788961845822577e+01,-4.853556730031653998e+00,6.032163422739035726e-03,5.750264898799732280e-03
1.199999999999999956e-01,1.379480919991387873e-05,2.098775752565241959e+00,-1.894568094082340171e+00,-1.889728371665750084e-01,-5.710262317401689560e-05,1.570794391062464435e+00,1.703397727570199775e-04,4.738480370768898275e-01,-8.315521424194827205e+00,8.011152648390966746e+00,-7.729705305126726312e-04,7.153514914008232196e-06,1.007450069656096354e-02,-3.299997626784482918e+01,-1.211753971694322374e+01,-4.307817468194301114e+00,6.742461303039818873e-03,5.008689777764112859e-03
1.300000000000000044e-01,1.549820692468786723e-05,2.103514233263588551e+00,-1.977723308307153482e+00,-1.088613107710291045e-01,-6.483232855481943762e-05,1.570794462597494334e+00,1.713016328880216177e-04,3.947279413702462492e-01,-8.278759537727625073e+00,7.989350788869071351e+00,-7.524404512835826050e-04,3.185267706507858274e-05,1.143545022414746599e-02,-3.299996442227197235e+01,-1.156911506306877868e+01,-3.868476655378676465e+00,7.218673370113876282e-03,4.374344023967160350e-03
1.400000000000000133e-01,1.721122324424806090e-05,2.107461513212607773e+00,-2.060510904269409860e+00,-2.896780237360363150e-02,-7.235673322371848591e-05,1.570794781124133843e+00,1.734824829419559609e-04,2.738858865593868375e-01,-8.121394576930303089e+00,7.846062229923343345e+00,-7.162708811710280423e-04,5.834100394079835356e-05,1.237627645650319318e-02,-3.299989516944133072e+01,-1.134145591522320018e+01,-3.564281254820814926e+00,7.447218392516398097e-03,3.880809747864769933e-03
1.499999999999999944e-01,1.894604806052255306e-05,2.110200372816547709e+00,-2.141724851229910076e+00,4.949282106202179676e-02,-7.951944226394513395e-05,1.570795364534039784e+00,1.766539305168957183e-04,1.096342070495071874e-01,-7.844379857250517674e+00,7.574318147432347992e+00,-6.658239046519931394e-04,8.540279175789016006e-05,1.236149234908736835e-02,-3.062921340984805951e+01,-1.020509101015564113e+01,-2.968843435495486016e+00,7.140188415844037594e-03,3.077361997400782003e-03
1.600000000000000033e-01,2.071258734237714453e-05,2.111296715890588427e+00,-2.220168651564673024e+00,1.252360043479587015e-01,-8.617768161060260711e-05,1.570796218561817392e+00,1.777408499685066722e-04,-8.242400691205287178e-02,-7.442123426598111990e+00,7.169109190290820166e+00,-6.049396512781037970e-04,1.086935184216074253e-04,8.586191312293777606e-03,-1.323687468429305447e+01,-1.828679498694326222e+00,1.966049541928019950e-01,4.656269500521652976e-03,-4.509345675176978235e-04
1.700000000000000122e-01,2.248999589502824925e-05,2.110472476551114696e+00,-2.294589888402753353e+00,1.969270986866859252e-01,-9.222707841600063150e-05,1.570797305496959728e+00,1.604511965665318088e-04,-2.031129092811261305e-01,-6.871267490113770471e+00,6.639187250191995737e+00,-5.485035270963166702e-04,1.089376777739781675e-04,4.457552622695120335e-03,1.384886388981998007e+00,4.684657958350885387e+00,2.435920893373996421e+00,2.030928463857760782e-03,-2.965882702402115184e-03
1.799999999999999933e-01,2.409450800697370663e-05,2.108441347869340898e+00,-2.363302566688644468e+00,2.633189742801952393e-01,-9.771211395344406813e-05,1.570798394873806014e+00,1.257398044807761679e-04,-2.721272682814553368e-01,-6.144561460572707468e+00,5.973889409815940077e+00,-4.964821097019848223e-04,8.936541513009368053e-05,1.810405745820641531e-04,1.375384147321680928e+01,9.794816945457782253e+00,3.946883278187084620e+00,-6.329022775897961669e-04,-4.675085537903878388e-03
1.900000000000000022e-01,2.535190628057582847e-05,2.105720075399185820e+00,-2.424748185420269042e+00,3.230578721761404037e-01,-1.026769352962663567e-04,1.570799288528114346e+00,7.463184151507642355e-05,-3.030803245312598260e-01,-5.271023637802484174e+00,5.165712203841084538e+00,-4.487551771916979551e-04,5.212102528628436928e-05,-4.106388408176970400e-03,2.475507020587631857e+01,1.411460537026052009e+01,4.998554768358423495e+00,-3.288596790759588419e-03,-5.866443175815133984e-03
2.000000000000000111e-01,2.609822500315281789e-05,2.102689272201031745e+00,-2.477458426640737787e+00,3.747149987418604833e-01,-1.071644872928277176e-04,1.570799809738609332e+00,8.316806496502408692e-06,-3.025804142294974408e-01,-4.255141719803637201e+00,4.210825727340603564e+00,-4.050665666439810190e-04,-1.751063910225983950e-06,-7.731426930308429694e-03,3.299917068633968853e+01,1.710646465982526720e+01,5.467786261738557307e+00,-5.585693848236787315e-03,-6.417235920640494695e-03
2.099999999999999922e-01,2.618139344646917653e-05,2.099663467956891516e+00,-2.520009849387754297e+00,4.168232612799193659e-01,-1.112151531655408633e-04,1.570799792228294134e+00,-6.886059572700176058e-05,-2.860485550828684165e-01,-3.104002260127902257e+00,3.106715035924644042e+00,-3.627398969681833738e-04,-6.941449214361551602e-05,-8.947714715320003592e-03,3.299988811885850737e+01,1.624662346222434550e+01,4.566599112879536904e+00,-6.562066309140180548e-03,-5.510768161574385905e-03
2.200000000000000011e-01,2.549278787442145475e-05,2.096802982430757911e+00,-2.551049878122588321e+00,4.478904176750932997e-01,-1.148425523685308073e-04,1.570799098083728529e+00,-1.440228779329286374e-04,-3.047696338331100652e-01,-1.839679613526781443e+00,1.848047282536367630e+00,-3.127594639837030939e-04,-1.415518985962190956e-04,-9.408416566841980647e-03,3.299992634641822065e+01,1.565950126812334275e+01,3.853084201762579042e+00,-7.222941976885922065e-03,-4.810032661039444213e-03
2.300000000000000100e-01,2.405255945019354108e-05,2.093755286304533225e+00,-2.569446680961620544e+00,4.663708972958344745e-01,-1.179701472913190989e-04,1.570797682565114428e+00,-2.113661850592265645e-04,-3.583470103332749845e-01,-4.587274469020165002e-01,4.399301941799864668e-01,-2.519620591671464945e-04,-2.162568325322473896e-04,-8.857079207525963768e-03,3.299995964524003256e+01,1.537712016497658496e+01,3.410548423662682183e+00,-7.480353822971881964e-03,-4.411729357247682476e-03
2.399999999999999911e-01,2.193889789185068641e-05,2.090171816586444464e+00,-2.574033962732209968e+00,4.707702067570023741e-01,-1.204897682331046178e-04,1.570795519997161716e+00,-2.628289264261264037e-04,-4.481775490429507069e-01,1.043212092207067121e+00,-1.109995509401324298e+00,-1.758345317330312063e-04,-2.892267693221909253e-04,-6.973843018046516941e-03,3.299997124266549520e+01,1.545796822467386278e+01,3.334071968648229856e+00,-7.224152327289580164e-03,-4.422676437332546430e-03
2.500000000000000000e-01,1.931060880559245624e-05,2.085690041674666428e+00,-2.563601849735111848e+00,4.596702598560528652e-01,-1.222481139969441399e-04,1.570792627729811208e+00,-2.879101470378126436e-04,-5.775931341311824063e-01,2.672107670844382721e+00,-2.790403344537487396e+00,-7.844205542070852813e-05,-3.528059244310248737e-04,-3.357405466436953236e-03,3.299997993684882402e+01,1.600572352128087061e+01,3.730177946257652533e+00,-6.312016289666278097e-03,-4.957004919551759488e-03
2.600000000000000089e-01,1.643150734714340840e-05,2.079914111118814635e+00,-2.536880781607662616e+00,4.317662352115102520e-01,-1.230325351231390755e-04,1.570789099670824918e+00,-2.735843635940414867e-04,-7.520333951937403505e-01,4.436620049837852520e+00,-4.584463943359464722e+00,4.766418317238488295e-05,-3.948663904037273686e-04,2.479583497135177689e-03,3.299998639406599921e+01,1.719330461670581656e+01,4.714517183279042456e+00,-4.560209997691487549e-03,-6.131056296171642078e-03
2.700000000000000178e-01,1.369566344884922716e-05,2.072393778228694750e+00,-2.492514590424005583e+00,3.859216050495815620e-01,-1.225558940524700457e-04,1.570785151007022096e+00,-2.044706032283382920e-04,-9.791928463897857648e-01,6.349543091735429634e+00,-6.467433397943028517e+00,2.115091084300329887e-04,-3.976108187281545098e-04,1.108240121306289933e-02,3.299998602351825383e+01,1.929397541681695216e+01,6.406635337055050172e+00,-1.738983673938372275e-03,-8.055104750752795431e-03
2.800000000000000266e-01,1.165095693252033569e-05,2.062601851014506771e+00,-2.429019169550315826e+00,3.212472807677450581e-01,-1.204408038863916228e-04,1.570781174898645771e+00,-6.352770899236713834e-05,-1.269034448339119159e+00,8.429528036191596740e+00,-8.403817762326781349e+00,4.236376568785373865e-04,-3.364447285098346851e-04,2.296197068061819543e-02,3.300000513941315461e+01,2.272066006497762203e+01,8.921195600576265150e+00,2.421445055333810818e-03,-1.082139963968924840e-02
2.899999999999999800e-01,1.101567851914527880e-05,2.049911508548053263e+00,-2.344723900416920248e+00,2.372091126109954484e-01,-1.162044287705911899e-04,1.570777810450824319e+00,1.663077823973062362e-04,-1.633449014809015942e+00,1.070294487097136127e+01,-1.034443503713926837e+01,6.958072877609991665e-04,-1.791666221761574083e-04,3.840125884966830855e-02,3.299994365513948935e+01,2.807469292558234031e+01,1.235708970873024626e+01,8.207817510440904019e-03,-1.449025213232140244e-02
2.999999999999999889e-01,1.267875616577389988e-05,2.033577019221963766e+00,-2.237694462964129993e+00,1.337647728714501660e-01,-1.092463566959056315e-04,1.570776018783170080e+00,4.990371402749481508e-04,-2.085130494417567704e+00,1.320569862172079212e+01,-1.222387614390581234e+01,1.040273460710754898e-03,1.140923398105783487e-04,3.399353170215386327e-02,3.143346988628258742e+01,3.299984598872877228e+01,1.487853635873296554e+01,1.087691907910136660e-02,-1.744189090789724852e-02
3.099999999999999978e-01,1.766912046860262252e-05,2.012725721810311619e+00,-2.105637493374686642e+00,1.152601627145515006e-02,-9.884362714061265031e-05,1.570777159705440074e+00,6.511849042186446937e-04,-2.514487592055814513e+00,1.576649944653739333e+01,-1.414012999412767257e+01,1.309423707693191906e-03,7.576132239233510784e-04,4.817841572012134671e-02,1.114153544660348771e+01,3.300033277619566263e+01,1.556651045461813787e+01,2.027749807218166139e-02,-1.798892092905587242e-02
3.200000000000000067e-01,2.418119762455206271e-05,1.987579959920776851e+00,-1.947967042341269606e+00,-1.298800932757925575e-01,-8.574892784336545935e-05,1.570784736216194410e+00,8.008434533384561601e-04,-3.119882733574046441e+00,1.850312159627937802e+01,-1.592393856035838517e+01,1.614493003182750118e-03,1.745583597032582864e-03,2.959333628293124227e-02,-3.299990975585320996e+01,3.868650722182698232e+00,3.057419313866043264e+00,1.949444072996413257e-02,-3.307873973267907042e-03
3.300000000000000155e-01,3.220186434497108367e-05,1.956367627040946244e+00,-1.762817082260462076e+00,-2.892595338028155494e-01,-6.959899675674297351e-05,1.570802228604502471e+00,5.707659341107962966e-04,-2.595864815692641603e+00,1.694158675263257052e+01,-1.394775338168796175e+01,1.494197225765872637e-03,1.180525538932629187e-03,-2.552487084941025205e-02,-3.300004982994045832e+01,-1.546791229869694462e+01,-4.440218527838324825e+00,1.862003083771356267e-03,7.893948171544012959e-03
3.400000000000000244e-01,3.790606739608589699e-05,1.930412872197088348e+00,-1.593434572582764996e+00,-4.286976399033542440e-01,-5.465844125439547370e-05,1.570814023556620143e+00,2.972588203394644951e-04,-1.930752923191474180e+00,1.523397905522880080e+01,-1.231044477543089677e+01,1.297194325662897251e-03,6.859256130327740560e-04,-1.268280099724236609e-02,-3.299998208428862512e+01,-1.789231444098830437e+01,-6.829189297307612705e+00,2.023126317638525816e-03,8.629963537675379090e-03
3.499999999999999778e-01,4.087958347298727119e-05,1.911104295383063478e+00,-1.441085832726854976e+00,-5.518126619411318767e-01,-4.168611700701465293e-05,1.570820885576400538e+00,1.926278331337258646e-05,-1.203451299138061925e+00,1.349748310617865776e+01,-1.099462334048360646e+01,1.058192437469726794e-03,2.944886142513393847e-04,-2.248512281138677349e-02,-3.300000068369107709e+01,-2.598725358541242869e+01,-9.784234949503993306e+00,-3.199216440527036243e-03,1.213093509950859822e-02
3.599999999999999867e-01,4.107196434452585774e-05,1.899070058571815212e+00,-1.306113389005449044e+00,-6.617560693493105273e-01,-3.110429319697160350e-05,1.570823829724135479e+00,-2.436820447125003061e-04,-4.698473949405336247e-01,1.175940894197492348e+01,-9.881259201359018363e+00,8.033909769551045603e-04,-1.000274346499196629e-06,-2.263889076300176773e-02,-3.299999568211238454e+01,-3.061067309318782748e+01,-1.145998953301926271e+01,-5.328190109559628740e-03,1.372230115470811709e-02
3.699999999999999956e-01,3.863521164674935983e-05,1.894371506194155952e+00,-1.188518649245662528e+00,-7.605694250509513754e-01,-2.307035489842680284e-05,1.570823819920804221e+00,-4.778777287572652868e-04,2.179059279517938652e-01,1.005976390348975613e+01,-8.900711877577627718e+00,5.536859090125004126e-04,-2.049900176185766288e-04,-1.870148411159908153e-02,-3.299999709554170835e+01,-3.300560997605023772e+01,-1.224307913435771233e+01,-5.726808784438356184e-03,1.457084704800595647e-02
3.800000000000000044e-01,3.385641741399999388e-05,1.896550582564777487e+00,-1.087921174355547471e+00,-8.495763449973301462e-01,-1.753350205299130570e-05,1.570821769968243409e+00,-6.188392925948744787e-04,7.918531156729096132e-01,8.475343573201644887e+00,-7.976540490547285422e+00,3.595341839959571460e-04,-3.428146883202189523e-04,-1.121116157570203713e-02,-3.299999374408319142e+01,-3.299854628629169895e+01,-1.228382700711022224e+01,-4.542891214502757860e-03,1.461349839813897225e-02
3.900000000000000133e-01,2.766802949242952182e-05,1.904469106091918773e+00,-1.003167685483468130e+00,-9.293418087740052957e-01,-1.393815761466633668e-05,1.570818341836105692e+00,-6.317775883668866029e-04,1.210380557911386656e+00,7.052813599113171961e+00,-7.059858076125611781e+00,2.499506381802805164e-04,-4.325453227657902232e-04,-8.590503537882696050e-03,-3.300000017218309267e+01,-3.300011180528264987e+01,-1.236017029574980874e+01,-4.323218310216410919e-03,1.464741485476521617e-02
4.000000000000000222e-01,2.135025215207358136e-05,1.916572911567146598e+00,-9.326395554468204230e-01,-9.999403793074396196e-01,-1.143865141136756348e-05,1.570814016379324274e+00,-5.848636691200257993e-04,1.493191647936428224e+00,5.737147986879716832e+00,-6.140639843990492786e+00,1.869886639050154285e-04,-4.697775498635742676e-04,-8.786257117583197093e-03,-3.299997134236667762e+01,-3.300094724653529710e+01,-1.244482870896008997e+01,-4.704572968103307336e-03,1.464846878461751982e-02
4.100000000000000311e-01,1.550161551751658699e-05,1.931504826705440880e+00,-8.752680662580114568e-01,-1.061346786044708557e+00,-9.568764408536518541e-06,1.570809318604861726e+00,-5.247171701899603887e-04,1.656185651615125209e+00,4.491009194445586772e+00,-5.214069880768983367e+00,1.439923517007049764e-04,-4.569987257750303703e-04,-1.056476686001186702e-02,-3.300007283732890073e+01,-3.299602059891501682e+01,-1.252000225438999692e+01,-5.441213622361497707e-03,1.461571076776438556e-02
4.200000000000000400e-01,1.025444346009218696e-05,1.948066682903345948e+00,-8.303579694682281520e-01,-1.113487488222525412e+00,-8.128840751648206482e-06,1.570804748617128377e+00,-4.815911857145429914e-04,1.714421844618549073e+00,3.290502981340037714e+00,-4.280752694069768438e+00,1.027331914666964002e-04,-4.010013744542143314e-04,-1.329130558881684576e-02,-3.299968649871205173e+01,-3.301292131806653174e+01,-1.258573802084351989e+01,-6.400111964090682282e-03,1.455845180827858645e-02
4.299999999999999933e-01,5.438531585049560971e-06,1.965210901310186165e+00,-7.974529337782926275e-01,-1.156295019862080053e+00,-7.101508567427725332e-06,1.570800738603066904e+00,-4.764237538509923878e-04,1.685690419253399908e+00,2.118770110199885259e+00,-3.346857499282332338e+00,4.932707353363813296e-05,-3.105992475320697101e-04,-1.140452452352256826e-02,-3.300111362983133745e+01,-3.146401768755762163e+01,-1.221258429765427067e+01,-5.824024191577471463e-03,1.410106529836555565e-02
4.400000000000000022e-01,6.742939568761192532e-07,1.982067805973369179e+00,-7.762652274812363862e-01,-1.189763599213268908e+00,-6.608237654604774012e-06,1.570797632610096084e+00,-4.486370531869868727e-04,1.556506559167930126e+00,1.039840623906040484e+00,-2.407951395205145229e+00,2.087657203759040679e-05,-2.082476144450452727e-04,-9.666063575770045269e-03,-3.299573053655591792e+01,-2.989137528245744591e+01,-1.182621701205699338e+01,-5.226070585652117274e-03,1.364682150764845274e-02
4.500000000000000111e-01,-3.812076768377339521e-06,1.997632872428842798e+00,-7.658668164283123359e-01,-1.213843117602366739e+00,-6.399471868284559351e-06,1.570795550133463836e+00,-4.034525945915302535e-04,1.351506511684877676e+00,4.927775001124376497e-02,-1.476100371873438455e+00,1.193089859723096161e-05,-1.038491093004373275e-04,-8.320612781044163173e-03,-3.197672523788158117e+01,-2.790773306245369767e+01,-1.115000311637998998e+01,-4.729197722332294761e-03,1.291208368712591821e-02
4.600000000000000200e-01,-7.846602964886901653e-06,2.011147938700191595e+00,-7.653740345274868684e-01,-1.228604125635167410e+00,-6.280162886241980235e-06,1.570794511641885549e+00,-3.490810151326159726e-04,1.111341451060313457e+00,-8.548753929110863847e-01,-5.613644625456357673e-01,1.458689466466371232e-05,-9.261118686451188576e-06,-7.578958279510231155e-03,-2.580966249989831596e+01,-2.337344270847409433e+01,-8.894198501393564271e+00,-4.510120703811086942e-03,1.057109276704388569e-02
4.699999999999999734e-01,-1.133741336506014967e-05,2.022261354155390656e+00,-7.739227845707050690e-01,-1.234217774520066424e+00,-6.134293953678016264e-06,1.570794419030369760e+00,-2.973547224658539597e-04,9.311451765001620418e-01,-1.650933504985516942e+00,3.428699335423308625e-01,1.693175508554733898e-05,4.897887823324624236e-05,-6.793874446600678407e-03,-2.244688055781402625e+01,-2.043492464031291078e+01,-7.553253284169498372e+00,-4.140829098665638544e-03,9.179113929053791393e-03
4.799999999999999822e-01,-1.431096082100298742e-05,2.031572806615498106e+00,-7.904321162003297152e-01,-1.230789079309793754e+00,-5.964976411781119112e-06,1.570794908818976321e+00,-2.484579537150961512e-04,7.905071073176789254e-01,-2.360457950224864820e+00,1.215010182210160217e+00,1.890443360788027417e-05,7.926352670637884588e-05,-5.991806745706268131e-03,-2.120295213233736575e+01,-1.871309467469614063e+01,-6.910728431735362776e+00,-3.674145957985496241e-03,8.509331546110776578e-03
4.899999999999999911e-01,-1.679554057620325760e-05,2.039477878261921173e+00,-8.140366926418773907e-01,-1.218638981385826714e+00,-5.775932084247822321e-06,1.570795701454168469e+00,-2.023351754628276644e-04,6.726927874999000245e-01,-2.999949177255002652e+00,2.038767693023384453e+00,2.063728098262434334e-05,8.981840306900337170e-05,-5.165249383960355059e-03,-2.135402754085830423e+01,-1.778471850797568621e+01,-6.720251388037167928e+00,-3.135056985800928949e-03,8.307554323135015253e-03
5.000000000000000000e-01,-1.881889253463740644e-05,2.046204806635682161e+00,-8.440361816575276954e-01,-1.198251308073892574e+00,-5.569559281693612408e-06,1.570796599638194735e+00,-1.589953453241244844e-04,5.671405981408146335e-01,-3.580098989656794295e+00,2.803582574375159453e+00,2.216311592941736967e-05,8.741615278171550624e-05,-4.288166141724039995e-03,-2.238540253139543168e+01,-1.733964492047384454e+01,-6.798715529119043310e+00,-2.528571741780967670e-03,8.385182344107976193e-03
5.100000000000000089e-01,-2.040884617788227487e-05,2.051876213079207645e+00,-8.798371690624242625e-01,-1.170215485636672881e+00,-5.347928128835697572e-06,1.570797473799760313e+00,-1.184304945844733410e-04,4.676574605422120223e-01,-4.107127056344944904e+00,3.503373506728927111e+00,2.350654730002544763e-05,7.743710142086420378e-05,-3.339831445912970747e-03,-2.389708452255305815e+01,-1.714150338417000086e+01,-7.004114298003770500e+00,-1.857135591557956909e-03,8.594967689224613377e-03
5.200000000000000178e-01,-2.159315130000228291e-05,2.056552788126852160e+00,-9.209084373796836420e-01,-1.135181753550674078e+00,-5.112862661412418406e-06,1.570798248170833133e+00,-8.063754512125440434e-05,3.713803177409471523e-01,-4.583944815292441355e+00,4.135350696558015571e+00,2.467398623369707077e-05,6.385748554797298498e-05,-2.309494727607418803e-03,-2.559564663353595293e+01,-1.702418733061144351e+01,-7.235220023710618342e+00,-1.125950160117002901e-03,8.830289175709162344e-03
5.300000000000000266e-01,-2.239952691394975529e-05,2.060266591732811570e+00,-9.667478835231172463e-01,-1.093828249239221728e+00,-4.866122803835421512e-06,1.570798886745754075e+00,-4.561246335138942560e-05,2.775710722591800961e-01,-5.011326954849456783e+00,4.698850607530946633e+00,2.566707156264767383e-05,4.942944314022616455e-05,-1.198847058418908446e-03,-2.726424957657103221e+01,-1.687436381039711719e+01,-7.422218348927810183e+00,-3.460186281870817455e-04,9.015791211739135336e-03
5.400000000000000355e-01,-2.285565169683177077e-05,2.063042302869527500e+00,-1.016861151296766463e+00,-1.046839745495936613e+00,-4.609452092154785045e-06,1.570799381040248965e+00,-1.335182760936735935e-05,1.867069460767109834e-01,-5.388830069202814599e+00,5.194415650778553051e+00,2.648528518176320533e-05,3.589574777799656142e-05,-2.199911640180567877e-05,-2.874327110709014832e+01,-1.661889335687625291e+01,-7.519731396217309793e+00,4.653153324572778526e-04,9.100786697533501043e-03
5.500000000000000444e-01,-2.298917010911919018e-05,2.064909372726109194e+00,-1.070749450449661300e+00,-9.948955910064762875e-01,-4.344599243477197809e-06,1.570799739997782440e+00,1.614758999188965310e-05,9.981255441622191582e-02,-5.715458188393862216e+00,5.623129106162259916e+00,2.712807375355570053e-05,2.422123916222965333e-05,1.195459851720322153e-03,-2.991428357007635341e+01,-1.621395251155679063e+01,-7.500610987124346707e+00,1.284966137770761178e-03,9.053509088807053240e-03
5.600000000000000533e-01,-2.282769433241861742e-05,2.065907498642964413e+00,-1.127904031032200827e+00,-9.386643016588468447e-01,-4.073318508283359033e-06,1.570799982210219214e+00,4.288871021416304692e-05,1.803416885153022453e-02,-5.990089168185948054e+00,5.986188619654218890e+00,2.759517638508034179e-05,1.480719126299747885e-05,2.418319276011147469e-03,-3.068935240557421196e+01,-1.563691557486033901e+01,-7.351362998023549977e+00,2.085480170876397466e-03,8.856948398640185002e-03
5.700000000000000622e-01,-2.239880734072178696e-05,2.066087840676633647e+00,-1.187804921652188650e+00,-8.788024168808210579e-01,-3.797366745984623517e-06,1.570800130282166363e+00,6.687418609778390853e-05,-5.759899730074975743e-02,-6.211713169614461627e+00,6.284667781048763224e+00,2.788660545497322947e-05,7.675750477895990694e-06,3.604336187259727774e-03,-3.100430340621922554e+01,-1.488031679874636382e+01,-7.068853540515056544e+00,2.836826922210172134e-03,8.505842587865632479e-03
